gender,urban_rural,internet_access_hours,family_income_level,brain_rot_level,attention_span_minutes,academic_motivation,education_level,short_video_hours,social_media_hours
Female,Urban,4.600849286,Low,Low,57.45277454,6.464691026,Graduate,0.523186298,1.036442567
Male,Rural,5.582322867,Low,Low,60,6.47846072,Diploma,1.442263977,2.721473617
Male,Urban,9.321659027,High,Moderate,51.01835476,7.241433741,Graduate,3.955721346,6.713479995
Male,Urban,6.614396411,High,Low,51.98215269,3.665980778,School,1.701269301,3.022239201
Male,Rural,6.195685425,Middle,Low,58.38800346,4.672790461,School,1.928930025,3.939195714
Female,Rural,5.560031658,Middle,Low,53.68351213,3.823075724,Dropout,1.32703705,4.250726216
Male,Urban,8.028758998,Middle,Low,53.98172613,5.17058081,Diploma,2.186923676,5.853188092
Female,Urban,5.474973874,High,Low,53.15317588,4.543807127,Dropout,0.602565175,1.107660487
Male,Rural,2.941336504,Low,Low,58.89545737,5.442986135,School,1.000272329,2.112064745
Female,Urban,5.001997024,Middle,Low,47.42097403,4.115077572,School,0.778296604,2.354497334
Female,Rural,1.651146356,Middle,Low,53.25457373,3.622678859,Dropout,0.817705411,2.192692079
Male,Rural,3.628333927,Middle,Low,56.62258619,7.291462544,Dropout,1.576036707,2.916628377
Female,Urban,4.868923488,Middle,Low,43.35639491,4.125279048,School,2.208319143,5.276816402
Male,Urban,6.186816557,High,Low,49.10970959,2.895340444,School,1.74301355,4.88221496
Male,Urban,5.93868933,High,Low,52.66069488,4.690653562,School,1.361106019,2.925488196
Male,Rural,3.451168572,Low,Low,49.64024686,5.032232375,Diploma,1.269224026,3.45679466
Male,Rural,5.136260347,Middle,Low,50.94864285,5.109935914,School,2.538033733,4.652632471
Female,Rural,4.367371471,Middle,Low,57.0564278,5.854208431,School,1.468344797,2.721345164
Other,Urban,4.45710305,High,Low,54.18117715,6.430582039,Diploma,1.039147591,2.871572757
Female,Rural,5.888905636,Low,Low,48.39409653,2.731869187,Dropout,1.264796907,3.625344334
Female,Rural,5.642720933,High,Moderate,49.3206186,5.837300205,School,2.178837008,4.738241248
Female,Rural,4.245538211,Low,Low,54.66460578,5.008486479,School,1.079022268,2.637119807
Female,Rural,4.338317826,Middle,Low,60,5.807736388,Graduate,1.66612893,3.398320221
Male,Urban,5.547155993,Middle,Low,60,6.329213366,Postgraduate,1.289937983,2.739315284
Female,Urban,2.98064379,Middle,Low,54.16398914,4.019163666,Diploma,1.061638704,2.331583233
Female,Rural,4.213145528,Low,Low,52.69006921,5.987432941,Dropout,1.908870416,3.621992782
Male,Urban,6.753671493,Middle,Low,49.75342758,6.03093801,School,1.460691507,3.65918812
Female,Urban,7.022508694,High,Moderate,55.76412415,6.548946903,Graduate,1.824629972,4.9433337
Female,Urban,5.332046761,High,Low,55.88190325,6.340523355,Graduate,1.759732966,3.182799591
Male,Urban,4.90543099,Middle,Low,48.80933492,4.783802813,School,2.671406738,4.575636303
Female,Rural,3.659239111,Middle,Low,50.13187288,6.63189621,Graduate,0.988833485,1.786447381
Male,Rural,4.188767181,Middle,Low,55.43234131,6.822304754,School,0.711002688,2.251881105
Male,Rural,3.937935658,Low,Low,60,8.388434719,PhD,1.46611421,3.803274176
Female,Urban,6.817947521,Low,Low,55.7478536,6.171478476,Graduate,2.118109114,4.974177335
Female,Urban,5.440616436,Middle,Moderate,48.7356154,7.247055502,Diploma,2.088778069,4.09716333
Male,Urban,5.583195347,High,Moderate,51.32103848,5.414457222,Diploma,2.4218279,4.171896139
Male,Urban,4.048854618,Middle,Low,54.15255544,5.02324918,Diploma,1.999285185,4.405059172
Female,Urban,2.47474749,Low,Low,56.64636552,6.446926572,Dropout,0.366858401,0.918836638
Male,Urban,5.226330737,Middle,Low,47.84221031,1.905625936,School,1.634992737,4.50350285
Male,Urban,5.013123134,Middle,Low,50.17321786,1.542063414,Dropout,1.413866447,2.523056028
Female,Urban,7.275944309,Middle,Moderate,48.98107419,4.944298019,Graduate,2.136039888,4.695862571
Female,Rural,6.393207914,Low,Low,55.26044845,5.434816321,Diploma,1.417840532,4.40193646
Male,Urban,7.621949611,Middle,Low,53.15024916,6.39943794,Diploma,2.111119281,5.46431204
Female,Rural,3.724737555,Middle,Low,59.24517251,6.459971997,School,0.695776293,1.57115562
Female,Urban,7.903667359,Middle,Low,50.78242657,5.751633591,School,2.049909031,4.594250747
Female,Urban,6.091369252,Middle,Low,52.29884063,4.864619319,Diploma,1.005318279,3.253173269
Female,Urban,5.94905405,Middle,Low,52.77769815,5.988843795,Graduate,2.171717678,4.143566129
Female,Urban,3.863813426,Middle,Low,60,8.67211532,Postgraduate,0.692353867,1.165449878
Male,Urban,5.35165268,Middle,Low,53.77947131,5.435074286,Diploma,1.072162506,2.316866626
Female,Urban,6.378567386,Middle,Low,53.94165672,5.307274949,Diploma,2.967239355,5.413826504
Female,Urban,3.516760114,Middle,Low,52.77024768,4.072846552,Postgraduate,1.391562877,3.649212287
Female,Rural,4.63647656,Low,Moderate,48.34160091,4.793142674,School,1.688285742,5.315460768
Male,Rural,5.022476707,Low,Low,60,6.138278754,Diploma,1.19355698,3.699957263
Male,Urban,2.209663178,Low,Low,52.44445836,6.018305413,Graduate,1.833231967,4.113301044
Male,Rural,4.715154936,Low,Low,53.54462979,6.351639647,School,0.912040533,2.697405794
Male,Rural,5.079714962,Low,Low,57.5764016,7.256170177,Postgraduate,1.478377457,3.31786988
Male,Urban,7.073584196,Low,Moderate,52.94743227,7.305898345,Diploma,1.901691897,5.709673123
Male,Urban,6.62912552,Low,Moderate,47.76254953,4.550045973,School,2.258319355,5.87997362
Male,Urban,5.54590083,High,Low,55.61384353,6.345201434,Dropout,2.313239834,4.81523853
Female,Urban,3.004863121,Middle,Low,60,6.353197208,School,0.474738258,1.083751185
Male,Rural,6.241062958,Low,Low,60,8.084286732,School,1.730951301,3.935345374
Male,Urban,7.069834639,High,Low,56.65215908,5.999194595,Diploma,1.22909881,3.435977316
Female,Urban,2.445190491,High,Low,44.11036126,1.299772182,Dropout,0.611393262,1.868660147
Female,Urban,6.349836,High,Low,49.13203624,3.71240476,Diploma,1.276085845,2.87023642
Female,Urban,6.986140775,Middle,Low,53.94463457,5.624027332,Dropout,0.797143189,2.563199368
Male,Urban,4.855410942,Low,Low,53.84819523,6.244452614,Graduate,0.916457027,2.560147111
Female,Urban,6.573856414,Middle,Moderate,51.64810732,6.633716017,Graduate,2.159700263,5.037023835
Male,Rural,3.234181346,High,Low,60,7.82764471,Diploma,0.611882229,1.945907761
Female,Urban,6.363163949,High,Moderate,44.47754213,3.860685334,School,2.987414246,6.278875466
Male,Rural,4.579621245,Middle,Low,58.05513424,6.812394514,Graduate,1.622681599,2.902635179
Other,Rural,4.021644419,Low,Low,53.77440386,6.014528883,Dropout,1.296823212,2.16153461
Male,Rural,5.417507146,Low,Low,60,8.255318927,Graduate,1.885010718,4.000221973
Female,Rural,7.05061693,Middle,Low,47.80180308,4.895610987,Dropout,1.612496777,3.388167332
Female,Rural,3.469693585,Middle,Low,55.62355095,5.963284919,Diploma,0.920918346,1.617133944
Male,Urban,5.199493894,Low,Low,59.03544965,7.165720685,Diploma,2.378309789,4.402063325
Male,Rural,6.654524881,Middle,Low,60,4.570416759,Postgraduate,0.290814932,0.953835515
Male,Urban,6.344334351,Middle,Low,55.28538409,6.040705267,Graduate,1.460394671,3.232480282
Female,Urban,3.289639879,Low,Low,44.18398299,2.450549678,Dropout,1.066208035,2.353887926
Male,Rural,6.366480011,Middle,Low,56.82537675,5.297923312,Graduate,1.893587448,4.103009527
Female,Urban,4.549595256,Middle,Low,60,7.118872403,Graduate,0.750614045,2.025985561
Female,Urban,4.906005058,Middle,Low,60,8.589904553,Postgraduate,0.976937747,2.262099597
Male,Urban,7.411604392,High,Low,52.3540496,3.640359095,Diploma,2.360271023,4.459498976
Male,Rural,3.185681037,Low,Low,60,8.531806573,Graduate,1.077491747,2.182086073
Female,Urban,7.860397569,High,Moderate,46.41388247,4.052052698,School,2.188111164,6.057737248
Female,Urban,3.736990847,Middle,Low,59.47212954,3.97716337,School,1.154264142,2.286052132
Male,Urban,8.530077921,Middle,Low,46.44118806,4.076786438,Dropout,2.068198471,5.773222002
Male,Urban,3.434915522,Low,Low,56.20493923,4.884592712,School,0.689849593,1.780811611
Female,Rural,4.593759975,Middle,Low,54.01950383,5.100127449,School,2.108550143,3.688219751
Male,Rural,5.437411727,High,Low,55.36854787,5.727765668,Graduate,1.840065018,3.218312686
Male,Urban,5.02635676,Middle,Low,55.11046178,4.110970852,Dropout,1.919871173,3.290509648
Female,Rural,4.579466648,Low,Low,51.28574055,2.295144257,Dropout,0.740844531,2.197253909
Male,Rural,5.485672273,High,Low,55.37088869,8.171466369,Diploma,1.445258784,4.334646956
Male,Rural,4.869652497,Middle,Low,50.27188994,4.788279466,School,1.119833723,2.792351268
Female,Rural,0.987209896,Middle,Low,57.27408512,5.448464612,School,0.512543222,1.373159686
Female,Rural,3.681992016,Middle,Low,60,8.967977969,Postgraduate,0.770993101,2.480103664
Male,Rural,3.460008582,High,Low,58.54550192,6.691953011,School,0.608001441,1.12622328
Male,Rural,5.194413455,Middle,Low,55.80574167,6.299898257,Diploma,1.102389687,3.458106133
Male,Urban,5.419583837,Low,Low,60,6.990511717,Postgraduate,0.487279345,1.13369737
Male,Urban,5.668596586,Low,Low,55.20242115,5.072642979,School,2.272782421,4.455540485
Female,Rural,5.219286365,Middle,Moderate,48.01897524,4.624519823,Dropout,2.728618085,5.371235282
Female,Rural,3.723751218,Middle,Low,54.83035632,5.788242656,Postgraduate,0.75485335,1.974683365
Male,Urban,5.592321869,Middle,Low,60,9.686443913,School,0.98835888,2.769391885
Male,Urban,4.943921178,Middle,Low,60,7.875927744,Graduate,0.681640342,1.734745621
Female,Urban,6.175201698,Low,Moderate,49.61533901,5.009566164,School,2.687824418,4.940609997
Male,Urban,7.022758371,High,Low,55.12604571,8.090205939,Diploma,1.529069344,4.910315516
Male,Urban,5.344694354,Low,Moderate,39.23400618,3.136226003,School,1.714214052,4.199624436
Male,Rural,5.747496396,Middle,Low,53.45875085,6.606810807,School,1.76151494,4.634737505
Male,Urban,2.618046523,Middle,Low,59.06602192,5.336053211,Diploma,0.65700149,1.52045312
Female,Urban,5.954599288,High,Low,52.49927191,6.16934792,Postgraduate,2.119235359,4.996517175
Male,Rural,3.933078201,High,Low,58.59487773,8.215813659,PhD,0.469299958,1.393267535
Female,Urban,5.847196299,Low,Low,50.4674811,6.247535124,School,1.971844548,4.270284818
Male,Urban,5.924733397,Middle,Low,49.97289691,4.152453392,School,2.064741128,3.536627293
Male,Rural,5.127406054,Low,Low,60,6.915589373,School,1.518815725,3.143950753
Female,Urban,5.017740186,Low,Low,58.40152622,6.599960084,School,1.062045915,2.258244355
Female,Rural,2.98047482,Low,Low,52.42414425,3.957497405,Diploma,1.296626394,3.78262024
Male,Rural,5.199923423,Low,Low,47.7520729,3.894191722,School,2.0717928,4.285534862
Male,Rural,6.610135161,Middle,Low,49.25500825,6.271500929,Diploma,2.219815022,5.382884719
Male,Urban,5.608801157,Middle,Low,54.29956238,4.434456606,School,1.096397312,3.462431669
Male,Urban,4.339356601,Low,Low,60,8.0850702,Diploma,1.548742963,2.687414645
Male,Urban,5.784359158,Middle,Low,54.15131629,4.98854853,Dropout,2.62334059,5.450166641
Male,Rural,1.100985346,Middle,Low,60,5.410910303,School,0.478090888,1.4300001
Female,Rural,2.909137094,Low,Low,59.78402918,3.93995961,School,2.22289426,3.73297397
Male,Urban,4.268655246,High,Low,51.360394,2.948227604,School,1.481952503,2.713778892
Female,Rural,5.114271474,High,Low,54.03479233,7.480743275,School,2.013621834,3.745539111
Male,Rural,4.138577228,Middle,Low,50.19666178,2.991637317,School,1.079609378,2.329146516
Male,Urban,6.161841838,High,Low,52.49417612,7.93272479,Graduate,2.443336992,4.621274693
Male,Urban,3.689386525,Middle,Low,46.455904,4.783961355,School,1.303633012,3.560991937
Female,Rural,4.612445772,High,Low,50.4455844,6.200894206,School,1.419604743,4.090993902
Female,Rural,4.467250095,Middle,Low,54.46178796,5.033308271,Diploma,1.130910054,2.936791409
Female,Urban,7.154054939,Middle,Low,54.85966083,6.277169407,School,1.859170364,3.491147883
Female,Rural,5.046095713,Middle,Low,57.01908162,4.338820488,School,1.315055372,3.003614591
Male,Urban,5.370247262,High,Low,58.36069548,6.489501001,School,1.647375139,4.78602316
Male,Rural,4.69301977,Middle,Low,56.45200846,5.828960881,Diploma,1.061397777,3.420861439
Male,Urban,6.862330157,Middle,Low,46.52599632,2.173669199,School,1.746742512,4.801164901
Male,Urban,6.292396984,Middle,Moderate,50.82163717,3.280580128,Dropout,3.099407004,5.210344621
Male,Urban,4.534598679,Low,Low,46.78139141,4.250906363,Diploma,1.248912985,3.997291595
Male,Rural,5.043640977,Middle,Low,51.34456426,4.947210479,Graduate,2.129726907,3.653195548
Female,Rural,2.336003238,Low,Low,51.41714182,3.509643423,Diploma,0.408247718,1.196056468
Female,Urban,9.013167398,High,Moderate,44.52069327,3.977902694,Diploma,4.04583278,7.646301543
Female,Rural,4.715118138,Low,Low,45.25605568,3.191879786,Diploma,1.511754297,2.852332457
Female,Urban,3.186044889,Low,Low,54.93049827,4.351085918,School,0.833577303,1.673581296
Female,Rural,7.514571486,High,Low,56.37126978,5.552178749,Graduate,3.060423302,5.506397799
Male,Urban,3.961728883,Low,Low,60,6.781319251,Graduate,1.121446736,3.122411243
Female,Urban,6.230659744,Low,Moderate,50.34183939,6.655557518,School,2.32127973,4.149992604
Male,Urban,7.721238193,High,Low,55.08900031,4.916643631,Graduate,1.298876007,4.022310161
Female,Rural,2.569835827,Middle,Low,58.51969417,4.76118322,Diploma,1.130260899,2.48217499
Female,Rural,5.433061613,Middle,Low,53.74060434,5.850127007,Postgraduate,0.87288059,1.504816286
Female,Rural,6.214605164,Low,Low,46.47733303,3.154702522,School,1.890101531,3.431719053
Male,Urban,5.155053784,Middle,Low,56.79262998,7.372018316,Graduate,1.705612594,3.851383293
Male,Urban,7.22276648,High,Moderate,45.05603239,2.50363817,School,2.732555231,6.383616346
Female,Rural,2.331836298,Middle,Low,55.92206736,4.590134498,Diploma,0.563589806,1.319548042
Male,Urban,3.9789001,Middle,Low,51.20038248,5.127080104,School,1.660776446,3.028282825
Male,Rural,6.928237724,Middle,Low,54.49512468,7.137519857,Graduate,2.448019401,5.037900665
Male,Urban,2.464305324,Low,Low,54.56279436,4.750009935,School,0.462032751,1.121194812
Female,Rural,2.8973958,Low,Low,58.11796909,6.870315236,Diploma,0.853507201,1.725975343
Male,Urban,3.989995641,Middle,Low,60,7.672282734,Diploma,0.162693062,0.513765645
Female,Urban,2.490849794,Low,Low,57.9558112,5.785747863,Diploma,0.866664031,1.592639377
Female,Rural,6.12030835,Middle,Low,53.51487325,4.734832027,Diploma,2.396074074,4.24587559
Male,Rural,3.708147527,Low,Low,51.57915385,2.236311813,Dropout,0.774333441,2.408316713
Female,Urban,4.274710575,Middle,Low,44.54794688,2.289145683,Dropout,2.037800259,3.463037193
Female,Urban,6.867634971,Middle,Moderate,44.24692689,4.260097121,School,1.884759573,4.814327453
Male,Rural,1.972821054,Low,Low,50.30091556,4.215689755,School,0.343182577,0.753944202
Female,Rural,4.978662907,Middle,Low,55.35991636,4.478500993,Diploma,1.615399226,3.104082534
Male,Rural,7.056123332,High,Moderate,47.86660826,2.893210504,School,2.042292325,5.391186589
Female,Urban,5.303572275,Middle,Low,51.86819134,5.01167732,Diploma,1.280489388,3.390587583
Female,Rural,0.5,Low,Low,57.41986886,4.547915585,School,0.658697139,1.9117849
Female,Urban,9.15152309,Low,Moderate,54.50751681,7.662509645,Diploma,3.054741945,5.845746532
Female,Rural,5.667556375,Middle,Low,60,7.286848724,Dropout,1.188282249,2.902635605
Female,Rural,4.156400684,Middle,Low,51.26045968,3.316328076,School,1.606319644,4.090147527
Male,Urban,6.350411736,Middle,Moderate,42.47400354,5.425902939,Graduate,2.258806723,4.614645033
Male,Rural,8.088373117,Low,Moderate,39.79700655,1,Dropout,2.541178041,7.452518585
Male,Urban,3.289226718,High,Low,53.06424936,5.285307752,Dropout,1.62595715,3.591756563
Female,Urban,6.064415435,Middle,Low,60,7.188707829,Graduate,0.776439724,2.411942393
Male,Rural,3.616911108,Low,Low,60,8.795207903,Graduate,0.566322862,1.372430404
Male,Urban,4.72282707,High,Moderate,46.77370799,5.976892397,Graduate,1.547336987,3.092693711
Female,Urban,3.753561523,Low,Low,52.89710302,7.186657953,Diploma,0.748115345,1.370354252
Female,Rural,6.753520778,Low,Low,47.73004465,3.500107242,Diploma,1.568082127,2.966211801
Female,Rural,5.094318168,Middle,Low,56.32590223,6.439858107,Graduate,1.204754908,3.028408079
Male,Urban,5.123718724,High,Moderate,43.620238,3.133347471,Diploma,2.124118209,5.689077
Male,Urban,3.045125647,Low,Low,56.17585189,5.360298773,Diploma,0.935147777,2.676578359
Female,Rural,4.671115364,Low,Low,60,5.925629305,Graduate,1.411521527,2.825593281
Female,Rural,3.737959624,Low,Low,49.41324216,5.687705889,School,2.034005114,4.239171729
Male,Rural,5.34614102,Middle,Low,48.36267234,3.804812493,Dropout,1.658371103,3.004729233
Male,Rural,4.921655993,Low,Low,56.00437185,7.166256177,School,1.287367767,2.312451427
Male,Urban,4.945471982,Low,Low,56.66270882,7.667198067,Graduate,0.786812145,2.002569404
Other,Rural,1.991259782,Low,Low,58.36619935,6.351812974,Diploma,1.071496141,1.852035162
Female,Rural,7.177102582,Low,Low,49.9198033,6.170219445,Graduate,2.83126622,4.734343233
Male,Urban,4.420725483,Middle,Low,59.23933549,5.828017778,School,1.233363049,2.620012108
Female,Urban,4.202997405,Middle,Low,59.00049593,6.422577696,School,1.209995771,3.433062947
Male,Rural,5.133028596,Low,Low,52.30319048,4.174595491,School,2.416502415,4.542499132
Male,Rural,4.378093329,Middle,Low,55.36821042,3.732496208,Diploma,0.56602289,1.816154746
Female,Urban,4.360876268,High,Low,56.04855398,4.618331633,School,0.773884525,2.308408306
Male,Urban,8.020872051,Middle,Moderate,46.89797006,2.990522415,Diploma,3.320931524,5.582392883
Male,Rural,6.119422646,Middle,Moderate,45.80099369,2.829753169,School,3.193524396,6.089065177
Male,Rural,6.417492304,High,Low,53.88131989,5.137760315,Graduate,1.735808962,3.807214515
Male,Rural,5.564502026,Low,Low,58.69700961,7.077322281,Graduate,2.263217883,4.615517964
Female,Urban,4.825870087,Low,Low,53.22341921,4.900011957,Diploma,1.411746125,2.548405771
Male,Urban,5.439781703,Low,Low,44.43732455,3.79730938,School,1.22427901,3.490905777
Female,Urban,2.614371558,Low,Low,60,5.657628931,School,0.207819277,0.575404373
Male,Urban,4.111538031,Low,Low,48.69317726,5.96595519,Graduate,1.086624651,2.303164799
Female,Urban,2.974666871,Low,Low,60,6.861961961,Diploma,0.735395616,1.867119608
Male,Rural,5.980009611,Low,Low,52.13298918,5.431786833,School,1.29219355,3.62445986
Female,Rural,3.663585383,Middle,Low,57.07034161,7.240885627,Diploma,1.486093994,2.746332722
Female,Rural,3.671665274,Low,Low,53.24568028,5.048735856,Graduate,1.135675514,2.084161696
Male,Urban,5.378674603,Low,Low,51.00318808,3.389907317,Diploma,1.073978832,1.933760618
Female,Rural,2.965242884,Middle,Low,55.44603708,5.186180818,Diploma,1.265766175,2.187527326
Male,Rural,4.570645607,Middle,Low,49.85703081,1.948366501,Dropout,1.000097852,2.947348791
Female,Rural,3.461700063,Low,Low,49.26988966,2.774838548,Diploma,1.114505487,2.696988786
Male,Rural,4.084575113,Low,Low,53.48268542,3.851204012,Diploma,1.268972355,2.192062471
Female,Urban,4.00735607,Middle,Low,54.89631262,4.26069759,School,1.139414932,2.404949
Female,Rural,1.79005523,Low,Low,60,7.301581373,Graduate,0.887644688,1.719419183
Male,Rural,6.360116325,Middle,Low,52.30459703,4.329469752,Diploma,1.335806771,4.178378376
Male,Rural,1.324456745,Low,Low,53.3230592,5.046460999,Dropout,0.889579743,1.602949343
Male,Urban,2.481483962,High,Low,57.23631067,8.050758762,Diploma,0.980206318,2.035945718
Female,Urban,6.497752258,Low,Low,46.77068774,3.402649632,School,1.642075832,3.842874361
Male,Rural,4.984235384,Middle,Low,54.96206643,7.011863343,Diploma,2.389340894,4.022553936
Female,Rural,3.019785847,High,Low,60,8.394133808,School,0.788897881,1.688279402
Female,Rural,3.835695462,Low,Low,54.57935112,2.63808791,Graduate,1.15498033,3.559108854
Male,Rural,5.680593664,Middle,Low,53.46428588,5.673683119,Diploma,1.362900886,2.541979277
Male,Rural,3.843927701,Low,Low,47.44022659,2.440423524,Dropout,1.913096782,3.718578369
Female,Rural,5.897571274,Low,Moderate,47.47334082,5.902979739,Graduate,2.644141649,4.780861621
Male,Rural,2.408083004,Low,Low,49.68370109,1.555533458,Dropout,0.348561851,1.137377822
Male,Urban,5.73895943,Middle,Low,56.90150114,5.303252501,School,0.996258605,3.112198168
Male,Rural,4.797111841,Middle,Low,53.28690796,6.338152583,Graduate,1.90900084,3.265135564
Female,Urban,6.020151131,High,Low,59.67236506,7.130580139,Graduate,0.843507671,2.46325082
Female,Rural,3.810923306,Middle,Low,50.28722541,4.316787094,School,1.571392662,3.05553677
Female,Urban,4.876155176,Middle,Low,49.64440406,4.055958095,Diploma,2.550969968,4.466131281
Male,Urban,4.750390415,Low,Low,56.01495993,4.943655674,School,2.115954896,3.788473567
Female,Urban,2.633539331,Low,Low,56.40224943,4.489584517,School,0.95677758,1.874555173
Male,Urban,4.189836133,Middle,Low,56.61579359,5.824474593,School,0.608702521,1.624597333
Female,Urban,6.968153005,Middle,Low,52.28426735,2.785353489,Dropout,1.849920903,3.598386506
Male,Urban,4.253607105,Low,Low,60,7.394826649,Graduate,0.976583507,1.933281228
Female,Rural,3.681776856,Low,Low,60,5.710407336,Postgraduate,0.550833819,0.923332499
Male,Urban,5.358574345,Low,Low,50.60407932,4.539640197,School,2.111696398,3.629817198
Male,Urban,7.969879697,Middle,Moderate,46.06139832,3.748469752,School,3.870375427,7.109426795
Female,Urban,1.745501246,Low,Low,57.29274342,4.148223665,School,0.301271372,0.686278338
Female,Rural,7.705993108,Middle,Low,48.34778042,4.999314963,School,1.997019923,5.460583815
Male,Urban,6.320263527,Low,Low,56.69580001,3.920870956,Diploma,1.600230676,3.423226102
Other,Rural,5.443150256,Low,Low,59.8653747,5.487659788,Diploma,1.459554537,3.476783146
Male,Rural,7.608744125,Middle,Low,58.07056229,5.683638102,Diploma,2.550899616,5.355041904
Female,Rural,4.676255956,Middle,Low,52.01506453,4.584701332,School,0.974328849,2.982538479
Female,Rural,1.887766937,Low,Low,60,4.439668086,Diploma,0.675594373,1.269162483
Female,Urban,4.22861246,Low,Low,60,7.056778845,Graduate,0.895475606,2.168705324
Male,Urban,3.216319694,Low,Low,52.78405761,5.515859653,Diploma,0.920384132,2.656907818
Male,Urban,3.533883431,Middle,Low,50.40918447,4.085878443,Dropout,1.426038137,3.088702348
Male,Urban,4.585909488,High,Low,57.28948246,5.513504069,Graduate,0.997210613,2.471715622
Male,Urban,3.951017871,Middle,Low,56.42326385,4.89135131,School,1.533357035,2.70654541
Female,Urban,7.954073888,High,Low,50.59742054,2.765010416,Dropout,1.605169351,4.588469237
Female,Rural,5.531501565,Low,Low,52.33057446,4.611968873,Diploma,1.237394379,3.631627911
Male,Urban,5.414686394,Low,Moderate,46.18867069,3.628575133,Dropout,2.479661478,4.449994868
Male,Rural,4.06493959,Low,Low,56.36672485,4.599394308,Dropout,1.506452931,2.606931628
Female,Urban,1.716528438,Low,Low,51.24335988,5.076852337,School,0.728311459,1.571552383
Male,Urban,4.247617445,Low,Low,56.14628051,4.153768615,School,0.82224928,2.692004665
Male,Urban,4.834291986,High,Low,49.32601177,4.045034142,School,2.013319867,4.114423747
Female,Rural,2.785636524,Middle,Low,59.01858519,3.27105912,Dropout,0.712926068,2.184625704
Female,Urban,6.470408243,Low,Moderate,47.84876582,5.137809876,Dropout,2.240597854,4.869154218
Female,Rural,6.387261206,Low,Low,53.14685341,5.923277296,Graduate,1.967019775,4.518524153
Female,Urban,3.098912929,High,Low,49.61807975,3.827682119,School,1.368692905,2.3990872
Female,Urban,6.56228649,Low,Low,60,4.705450411,Dropout,0.62879171,1.088988917
Female,Rural,3.001625325,Middle,Low,60,6.537101077,School,1.107269849,3.232040706
Male,Urban,1.721115664,Low,Low,55.56939475,6.095082956,Diploma,0.908325693,1.858642533
Male,Rural,5.415609836,Middle,Low,41.08221501,1.266421186,Diploma,2.528147789,5.003336542
Male,Rural,2.436076153,High,Low,60,9.03195696,Graduate,0.984801798,2.863959343
Male,Rural,3.617036481,Middle,Low,51.82770795,4.255498544,School,1.308388683,2.532824878
Female,Rural,3.056529323,Low,Low,60,5.284244262,School,0.849025633,1.651270365
Male,Rural,4.623791228,Low,Low,51.41998559,3.545518664,School,1.19588665,3.002723935
Male,Urban,8.526191173,Low,Moderate,48.30781176,5.655705509,School,2.18895115,6.864561904
Male,Urban,5.382390778,Low,Low,43.28623763,3.664827673,Dropout,1.72607843,3.778968108
Female,Urban,7.003570527,Low,Low,55.37998876,6.032847802,Diploma,2.784245409,4.646769637
Female,Rural,3.97883444,Low,Low,57.64592806,4.686323082,School,1.36209402,3.467069051
Female,Rural,3.46445335,Low,Low,57.45156555,7.24170559,Graduate,0.929213034,2.505036993
Female,Rural,6.264748392,Middle,Moderate,43.3876316,3.720512452,School,1.889302612,4.373466119
Male,Urban,7.17934142,High,Moderate,48.92261101,4.31102656,Graduate,1.9821821,5.042541953
Male,Urban,8.680759038,Middle,Low,54.96757779,5.030771416,School,1.78998515,3.250350437
Male,Urban,6.968134465,Middle,Low,45.84649184,4.765374422,Diploma,2.329371573,4.844870612
Female,Urban,6.90609773,Middle,Low,51.95053387,3.645372259,Diploma,1.729611874,3.635323245
Female,Rural,3.849086235,Middle,Low,60,8.18732552,Diploma,1.045809814,2.158286951
Female,Rural,6.262154373,Middle,Low,52.40810955,5.655990304,Graduate,1.527354259,2.802937113
Female,Urban,5.808627164,Low,Low,44.39750373,3.448805688,Diploma,2.296471564,4.441489374
Male,Rural,5.237738142,High,Low,52.82987551,5.846989639,Graduate,1.126000756,3.562830834
Male,Urban,5.739518176,Middle,Low,50.15536447,6.84043066,Diploma,2.037657679,4.53834947
Female,Urban,6.748018104,Low,Low,51.80456723,5.211777946,School,1.841488666,3.3107604
Female,Urban,6.640819053,Middle,Low,56.21829248,6.950645805,School,2.309816088,4.015165885
Female,Urban,7.120096005,Low,Moderate,41.64997995,5.001529331,School,3.565485284,7.277196746
Male,Urban,3.480900908,Low,Low,60,6.651135189,Diploma,1.272434904,3.115931597
Female,Urban,2.05804572,Low,Low,55.55645697,4.482362543,School,1.12281145,2.054228588
Male,Urban,6.021296653,Middle,Low,53.51396481,5.504224721,School,2.121835468,3.736987299
Male,Urban,3.601504679,Low,Low,47.64357432,3.1456894,School,0.656300786,2.043832976
Male,Urban,2.292076587,Low,Low,60,7.382139025,Diploma,0.990606823,1.684876731
Male,Rural,5.292736298,Middle,Low,49.07682119,1.617392106,Dropout,1.708705365,3.097906741
Female,Rural,4.625255821,Middle,Moderate,47.65723887,5.76348981,Dropout,2.604175976,4.61056942
Female,Rural,6.241800436,Low,Low,50.52736749,2.525632087,Diploma,1.390942923,4.452222179
Female,Urban,4.896914474,Middle,Low,47.52816367,3.159553683,Diploma,1.709348325,4.401523428
Male,Rural,4.001145179,Low,Low,54.76895247,6.659604996,Diploma,0.625661188,1.382724485
Female,Urban,5.793418025,Middle,Low,59.24609737,3.887098553,School,1.588980006,4.42167003
Male,Rural,3.014972953,Middle,Low,56.36125227,5.337791618,Dropout,0.777340157,1.843998344
Female,Urban,6.579829105,High,Low,45.9594681,4.070887227,Dropout,0.615074805,1.92703978
