,gender,urban_rural,internet_access_hours,family_income_level,brain_rot_level,attention_span_minutes,academic_motivation,education_level,short_video_hours,social_media_hours
4714,Male,Rural,3014972953,Middle,Low,5636125227,5337791618,Dropout,0777340157,1843998344
4715,Female,Urban,6579829105,High,Low,5257456876.257233,4070887227,Dropout,0615074805,192703978
4716,Male,Rural,1604526562,Low,Low,5550542381,6317792218,Graduate,0491359703,1320214757
4717,Female,Urban,4671117862,High,Low,5757661739,6114136171,School,1525833486,3039661442
4718,Male,Urban,7887318484,Low,Low,5257456876.257233,3182364564,Diploma,2313379279,4532031238
4719,Male,Rural,3508522231,High,Low,5684850513,5542871569,Graduate,042753748,1181847882
4720,Male,Urban,4128709475,Low,Low,5257456876.257233,8102171532,Graduate,0977471806,2335209115
4721,Male,Urban,5115166051,Low,Moderate,5541631276,6985612249,Diploma,1686059875,4539700843
4722,Female,Urban,4453157076,Low,Low,5257456876.257233,5356022831,Graduate,1119616058,2185279454
4723,Male,Urban,340704761,High,Low,4983342763,5301762884,Diploma,1589493797,3768415047
4724,Other,Urban,877569086,Middle,Moderate,4699658043,457485669,Graduate,2378111543,50035626
4725,Other,Rural,6568606008,High,Low,4835277347,2353542752,School,2658092146,5706783864
4726,Female,Urban,6374571565,Middle,Low,5436707286,5640688545,School,1865872892,3767311107
4727,Male,Urban,5778620374,Low,Low,4712505735,3699770648,School,326567891,560415611
4728,Male,Urban,4883245952,Middle,Low,5508665463,490583128,School,1834834079,3704486678
4729,Female,Rural,4792439596,Low,Low,4981616767,3257039366,Diploma,1202804314,3829135299
4730,Female,Urban,3789695868,Low,Low,4885820906,4030716855,School,114891858,2456441308
4731,Male,Rural,3585995142,Low,Low,5257456876.257233,5412288038,Dropout,00,00
4732,Male,Urban,4111874582,Middle,Low,5257456876.257233,6354373979,School,0846547839,2809283844
4733,Female,Rural,5560149147,Low,Low,5257456876.257233,6919921898,Graduate,0855817973,1519287122
4734,Female,Rural,7231183437,High,,5257456876.257233,6857000088,Graduate,0607954834,1869059671
4735,Male,Rural,5506363591,Middle,Low,4668039554,4278101783,School,2001731438,4459694624
4736,Female,Urban,2832524282,Low,Low,5410281033,2168836692,Diploma,056025252,1445083278
4737,Female,Rural,4084584826,Low,Low,5023798111,2131977637,School,1300398039,2417869803
4738,Female,Urban,5351441481,Middle,Low,5603061188,5463336141,Diploma,1161168105,3635297536
4739,Male,Rural,4968628622,Middle,Low,5068258492,1854792128,School,1814318288,4334321649
4740,Male,Urban,4780002905,High,Low,5293899799,6313463129,Postgraduate,1220000715,3490245251
4741,Female,Rural,4948295749,Low,Low,5415623309,462473998,Graduate,100247015,3314208822
4742,Male,Urban,4617866328,Low,Low,5609795533,6112712766,Diploma,1643675019,4182657566
4743,Male,Urban,3626179637,Low,Low,5556838011,5843757236,School,1129723149,2882800934
4744,Male,Rural,1498004927,Low,Low,5257456876.257233,3681678615,School,1000901657,1924175355
4745,Female,Rural,4601363997,Low,Low,5050965337,3126260348,Diploma,1194728478,227155836
4746,Female,Urban,4667292329,Middle,Low,5257456876.257233,8162482927,Graduate,1229389301,2531147663
4747,Male,Urban,5125481946,Middle,Low,5660261025,4847819734,Diploma,1719403897,3371496783
4748,Male,Rural,510310515,Middle,Low,5509344646,5909941196,Diploma,1306449968,2232880939
4749,Male,Rural,2559977613,Low,Low,5257456876.257233,7295757971,Graduate,0858989798,1757128367
4750,Female,Urban,5056000475,Middle,Moderate,4190562904,4151382477,Diploma,3266944385,5828548962
4751,Female,Rural,6944050468,Middle,Low,5177551548,520151809,School,2440360402,5651066757
4752,Male,Urban,725548834,High,Low,5257456876.257233,506499032,School,1088924442,2908368656
4753,Male,Rural,471982795,High,Low,5284916062,5727681642,Diploma,1048485298,2548977968
4754,Male,Rural,533941013,High,Low,4400234439,3282577983,School,2137523485,5321991352
4755,Male,Rural,4343478924,Low,Low,5257456876.257233,7686780769,School,1492441377,342570785
4756,Female,Rural,5038495016,Middle,Low,5590417877,6779022403,Postgraduate,1792960089,3097136154
4757,Male,Rural,2733892061,Middle,Low,5257456876.257233,5768715393,Graduate,0406581251,0934748023
4758,Male,Urban,5827798239,Middle,Low,4483773679,5109895818,School,2160504066,4266137985
4759,Male,Rural,4124480109,High,Low,5121588631,688884191,Graduate,2164372281,4114121556
4760,Female,Rural,3644429884,Middle,Low,5380497768,6097892814,Diploma,1566101678,315335035
4761,Female,Urban,4348712604,High,Low,5672455775,483085276,Diploma,1015375574,250709187
4762,Other,Urban,7743240126,Middle,Moderate,4583779261,5427194187,Diploma,3547538316,6625263555
4763,Female,Urban,4821719022,Middle,Low,5647445472,6606238667,Diploma,2190063319,3944702085
4764,Male,Urban,4493632985,High,Low,4615591701,5169160014,Diploma,1642099127,3478526853
4765,Female,Urban,8490912562,High,Low,5996425896,6871733195,Graduate,2849907892,5704992678
4766,Female,Urban,7993805013,Low,Low,4775534985,1821469891,Diploma,2182448038,4548855904
4767,Male,Rural,4159174524,Low,Moderate,5257456876.257233,2804051193,Dropout,1969434781,4382598666
4768,Male,Urban,5180530576,Middle,Low,5500063209,7471771171,Graduate,1526671223,390429933
4769,Female,Urban,256317973,Middle,Low,4882592826,2888064979,Dropout,1309012726,3732776205
4770,Female,Rural,3135648325,Middle,Low,5067338856,650857218,Diploma,1447582871,2490205602
4771,Male,Rural,1986547549,Low,Low,4869060938,3939311253,School,0668411988,160071741
4772,Male,Rural,3658341625,Middle,Low,5521562736,4912844075,Diploma,1709641462,3065632958
4773,Female,Rural,7412191287,Middle,Low,5446553075,6218791641,Graduate,1753779886,3106270257
4774,Male,Urban,4794679608,Middle,Low,5257456876.257233,8353536451,School,143972796,337070792
4775,Other,Rural,467437246,Middle,Low,5051792041,3410306126,Diploma,131042723,3059247962
4776,Male,Urban,2923781694,Middle,Low,4870604619,4146071989,School,221320487,430232091
4777,Male,Rural,3337251474,Middle,Low,5257456876.257233,5149692282,Diploma,1139413807,215611036
4778,Male,Rural,2950886725,Low,,5689342581,3896669203,Diploma,0407416557,1044136923
4779,Male,Urban,5569935051,Middle,Low,5209785991,4753730027,School,1307109466,414028845
4780,Male,Urban,44469236,High,Moderate,5257456876.257233,5678829829,Postgraduate,1487771975,3449747963
4781,Female,Rural,3669494253,Middle,Low,5548462037,2325090054,School,0490470365,1444850903
4782,Female,Rural,5344696766,Middle,Low,4899696246,5396014437,School,2378576856,529187849
4783,Female,Urban,8498657954,High,Moderate,4969002211,7138535236,Graduate,2849815515,5218155953
4784,Male,Rural,5976282223,High,Low,5319241316,7509806218,Graduate,1811031345,4967121786
4785,Female,Urban,7570943055,Middle,Low,5191308459,5297539159,Diploma,1733139117,5138467668
4786,Female,Rural,463665629,Low,Low,5257456876.257233,7637125917,Diploma,2269649361,3915435038
4787,Female,Urban,8132563238,Middle,Low,5525995276,6869509576,Graduate,1370973617,347826551
4788,Female,Urban,576968139,Middle,Low,5537587741,8205739478,Diploma,1819498274,3887240829
4789,Male,Rural,6246177403,Middle,Low,5288894851,2303171043,Dropout,1631857308,3554213495
4790,Male,Urban,5116817975,Middle,Moderate,5379470727,5941534192,School,2069940611,529794918
4791,Female,Urban,324286728,Low,Low,5454748028,5733585426,Diploma,0868587924,2377241133
4792,Female,Urban,338250874,Middle,Low,5709350286,6350822229,Diploma,0786090533,195766084
4793,Male,Urban,3699927984,Low,Low,4824662032,6060465345,Graduate,2377617668,4025777474
4794,Female,Urban,3197686601,Low,Low,5257456876.257233,7457179279,Graduate,0688832511,1854749457
4795,Male,Rural,400052635,Middle,Low,5226452335,6249098181,Graduate,2159561199,3797256793
4796,Male,Urban,8456194557,Middle,Moderate,5573588448,7018100316,Diploma,212970943,5704354371
4797,Male,Rural,4192134422,Middle,Low,5000251894,5824696627,School,14543413,4448855227
4798,Male,Urban,4024806948,Middle,Low,5538353826,1818158091,Dropout,0667691852,1241319984
4799,Male,Rural,4268116454,Middle,Low,5150739197,7110333029,Diploma,1996412335,4931979228
4800,Female,Rural,1151233379,Middle,Low,5556745381,5302229036,School,0688039228,1324273156
4801,Male,Urban,6776788885,Low,Low,4777431746,3120227037,Diploma,1913047758,3809193328
4802,Female,Rural,4660192833,Low,Low,4969192332,3418117766,School,1119696287,2668857156
4803,Male,Rural,464782456,Middle,Low,5201718285,5973363113,Diploma,171807895,3892162702
4804,Male,Rural,6723156115,High,Moderate,5289282372,7692283387,School,1828331713,5791573497
4805,Male,Urban,7051930026,Low,Moderate,5502450931,6563997842,School,3043795598,5622861525
4806,Male,Rural,4389108386,Low,Low,5125196831,5185867479,Diploma,1938455431,36645474
4807,Male,Rural,6315812358,Middle,Low,4935995182,4290344611,School,1350678527,406511902
4808,Male,Rural,2568839049,Low,Low,5484386448,4830587458,Diploma,0821456421,2122853783
4809,Female,Urban,6221219629,High,Low,5416662021,7216001591,Postgraduate,1201356751,324179344
4810,Male,Urban,5170408267,Middle,Low,5257456876.257233,4183699112,School,25419691,4305277141
4811,Male,Urban,6119220313,Middle,Low,5257456876.257233,8789755956,Postgraduate,092133156,2374149505
4812,Male,Urban,662111355,Low,Low,4700686793,4945909502,Graduate,173272024,4821015608
4813,Female,Rural,4825754007,Low,Low,5257456876.257233,403065928,Dropout,1713612666,3867735561
4814,Male,Urban,5913410746,Low,Low,5257456876.257233,727864778,Diploma,3217278343,5602305755
4815,Female,Rural,4169518514,Low,Low,5343514449,7377262929,Diploma,0810810675,224465862
4816,Male,Rural,3547755246,Low,Low,5490399106,609127484,Graduate,0742357651,1916221042
4817,Female,Rural,4880119256,Middle,Low,5266367944,4058693287,School,1453274088,2758484696
4818,Female,Rural,5546943786,Middle,Low,5318319861,2252309799,Dropout,070244895,1725892548
4819,Male,Urban,7974601315,High,Low,5257456876.257233,6729436665,Graduate,1018482521,2480341045
4820,Female,Urban,6173365009,Middle,Low,5346525828,5873517151,Graduate,2388331035,4703687436
4821,Male,Rural,4631629434,Middle,Low,5495512203,5174374937,School,1195063049,288206129
4822,Female,Rural,3508247633,Low,Low,4228850222,2544686407,Dropout,1693986072,3847946877
4823,Male,Rural,4880650786,Low,Low,5108677299,4085755829,School,2131225749,3680378588
4824,Female,Urban,7317022856,High,Moderate,4581801884,3873091735,School,2213371045,4736529621
4825,Female,Urban,4750983557,Middle,Low,4854906798,4225006272,Diploma,1971075496,4514276602
4826,Male,Urban,05,Low,Low,5532623854,5875581876,Diploma,1200098737,2327607633
4827,Male,Rural,3987151066,Middle,Low,5342828249,3276413508,School,1280294756,307638483
4828,Female,Urban,8087696874,Middle,Low,4852356263,3850807621,School,1828504083,4244809175
4829,Female,Rural,4627098998,High,Low,5725434963,6600407533,School,1732896928,3046021914
4830,Female,Urban,3410844979,Low,Low,4803257982,4934995612,Diploma,1498729415,3112549967
4831,Male,Rural,3716555438,Low,Low,5817499933,4744481322,Dropout,0888928484,2829987663
4832,Male,Rural,597711345,Low,Low,4884438479,597673984,Diploma,1864479339,4223047903
4833,Female,Rural,2463407474,Low,Low,5976949456,618400223,Diploma,1372096147,2341069315
4834,Other,Urban,7341865901,Low,Low,5545635256,4825729909,School,2232720887,5303991769
4835,Female,Urban,4772106593,Middle,Low,5120185739,6305340842,Graduate,1931888548,3638734153
4836,Female,Urban,5669604082,Low,Low,5160846431,3814684138,School,0874685892,2144968689
4837,Male,Urban,6302745151,Middle,Low,5888225499,6119951504,Postgraduate,1285092841,2527865546
4838,Female,Rural,5144767395,Middle,Moderate,4401956895,4701154634,Dropout,2551974649,4593854663
4839,Female,Urban,5241188468,Low,Moderate,5197228624,5996111519,School,2682490277,4838761152
4840,Female,Rural,6157318465,Middle,Low,4979287359,7156994133,Graduate,1973695584,4536183714
4841,Male,Urban,5902581882,Low,Low,5304195716,4976054376,Graduate,2217267049,3798685232
4842,Male,Urban,3543635007,Middle,Low,5864873128,6873825803,Graduate,1233828408,2536703556
4843,Female,Urban,1013483509,Middle,Moderate,4986014744,7676544395,Diploma,3266549927,7533267943
4844,Female,Rural,6269114185,Low,Low,5391586471,7276379256,Graduate,2408188221,4392714254
4845,Female,Rural,5333684211,Low,Low,4827204501,427695649,Diploma,14252468,4047779472
4846,Male,Rural,543176558,Middle,Low,5803413538,760372648,School,1588170896,4134186005
4847,Male,Urban,7127691765,High,Low,4440459817,3507240952,School,2576540419,7223345329
4848,Male,Urban,5176909903,Low,Low,5995126063,7569737702,Graduate,1343001339,3054411858
4849,Male,Rural,3259801586,Low,Low,4246898724,2622520989,School,1750456235,3231226886
4850,Other,Rural,3877684996,Middle,Low,5866374528,4708943042,Graduate,1103128393,246412779
4851,Male,Urban,601628595,High,Low,5257456876.257233,6547081345,Graduate,1680947312,3357351141
4852,Female,Urban,4289278799,Middle,Low,4819844001,4586335655,School,2523945627,4344774744
4853,Male,Urban,4361262867,High,Low,5202966052,4361687754,Diploma,1553121853,3129720872
4854,Male,Rural,3726282493,High,Low,5777330602,4153439706,Diploma,1203594162,3382258482
4855,Female,Rural,3023378458,Low,Low,4255624506,2423272518,Dropout,2226885983,4085479171
4856,Male,Rural,4184793188,Middle,Low,5652327496,6770443579,Graduate,0917313178,2282959888
4857,Female,Rural,3448751761,High,Low,5791862604,5268924983,School,1669629693,3975317915
4858,Female,Urban,4857620464,Low,Low,5749734925,6263186036,Graduate,1013288981,1793875577
4859,Male,Urban,3305852459,Low,Low,4978334215,2453691206,School,1185403475,3039818735
4860,Male,Urban,2560898277,Low,Low,5257456876.257233,8026448786,Postgraduate,1312746418,2667793959
4861,Female,Rural,3496878994,Low,Low,5257456876.257233,7291148276,School,1238232036,3803157828
4862,Female,Urban,5095446363,High,Low,5257456876.257233,5968576347,Graduate,1536293619,3028586255
4863,Male,Rural,3470142387,Middle,Low,5964308211,6912262483,Graduate,0702168374,1496043432
4864,Male,Urban,2464193863,Low,,5915738429,3558750428,School,0134171443,0250303748
4865,Male,Urban,7702912468,Low,Low,4536451032,3795588834,School,0959584896,273106311
4866,Male,Urban,7831513858,Low,Low,5257456876.257233,8623786136,Postgraduate,1464753188,3225487489
4867,Male,Rural,3527783535,High,Low,5083277929,3865095517,Dropout,1311764857,3897812588
4868,Female,Urban,4587177416,High,Low,5403026926,5354559065,School,1207749438,3763483743
4869,Female,Urban,2387772691,Low,Low,5257456876.257233,5686902503,Graduate,0686361113,1206880429
4870,Female,Urban,3459360492,Low,Low,5257456876.257233,6131569907,School,1544630535,2784971438
4871,Male,Urban,4672479355,Middle,Low,5412024877,7829912517,Graduate,161668272,3279486806
4872,Female,Urban,2235741069,High,Low,5257456876.257233,470785625,Diploma,0928366568,1743307487
4873,Male,Urban,4677663106,High,Low,5242879487,3716247468,Graduate,1298044881,3329625951
4874,Female,Urban,6577576534,Middle,Moderate,4882877499,6437006365,Diploma,2679908727,6890390791
4875,Male,Urban,4031190747,Low,Low,5257456876.257233,5669239757,Diploma,0740377316,2352521683
4876,Female,Rural,4656248663,Low,Low,5257456876.257233,6537405734,School,1041192166,2488034402
4877,Male,Urban,478592219,Middle,Low,5257456876.257233,5005289866,School,1106424099,3053362147
4878,Male,Urban,7510380912,High,Low,4764900709,3576620202,School,1279438901,3707911077
4879,Male,Rural,2039746371,Middle,Low,5257456876.257233,7687992713,Diploma,0677642237,18150251
4880,Female,Rural,4161494148,Low,Low,5257456876.257233,6969312344,Graduate,0933682806,2944518407
4881,Male,Urban,7948494399,Middle,Low,5257456876.257233,7078808479,Graduate,1644951334,3459671138
4882,Male,Urban,5002444445,Middle,Low,5557955148,6053808866,Graduate,1128882504,3708398379
4883,Female,Urban,6495040589,Low,Low,5812322209,6197533108,School,1369539244,2614973732
4884,Female,Rural,3257923501,Low,Low,5257456876.257233,5670976103,School,0881811674,2717702761
4885,Female,Rural,4401058522,Low,Low,5622987832,5634485222,Diploma,115882779,2585267648
4886,Female,Urban,6012829376,Low,Low,5152497468,5952607545,School,1512144485,3367911428
4887,Male,Rural,6162646194,Middle,Low,4136211085,433526832,Diploma,2195511325,418678297
4888,Male,Rural,3002003858,Middle,Low,5257456876.257233,8524581237,Dropout,0755825677,1644640922
4889,Male,Urban,6816388316,Low,Moderate,4912966261,6017732949,Dropout,1734107124,4468701781
4890,Male,Rural,4343627904,Low,Low,5257456876.257233,950994241,Postgraduate,1078482489,2206241701
4891,Female,Urban,7159602848,High,Low,5257456876.257233,674516055,Diploma,1367568624,3472246582
4892,Female,Rural,6159935195,High,Low,4761973445,4110205532,Diploma,2118812402,50139082
4893,Male,Urban,521612854,Middle,Moderate,5286564945,6203625536,Graduate,205979524,4007330259
4894,Female,Urban,6983711325,High,Low,5156918599,6136655617,Graduate,2795628681,4697518724
4895,Male,Urban,2462058811,Low,Low,5807601104,6023340035,Diploma,0970300784,2195555063
4896,Female,Urban,3342784343,Low,Low,5257456876.257233,2888187725,School,0879664872,2089609658
4897,Male,Rural,4864342961,Low,Low,5257456876.257233,8745065205,Graduate,1210625397,2185818976
4898,Male,Rural,6486761777,High,Moderate,4765153413,6127731151,School,2600057795,6307602445
4899,Female,Urban,46497282,Low,Low,5251835521,5431731627,Dropout,184588362,3833633077
4900,Male,Rural,3236118413,Low,Low,5566697003,4117139864,Diploma,1214557381,3235686926
4901,Female,Urban,4133646298,Low,Low,5030704804,509307736,Diploma,1332984776,3394093243
4902,Male,Urban,4797259585,Middle,Low,5276064544,3562948122,School,0840759866,2189099359
4903,Male,Urban,539295334,Low,Low,4552655351,3266632682,Dropout,2942816646,4945485795
4904,Female,Urban,5674066864,High,Low,5257456876.257233,5050432124,Graduate,0935222762,2994090336
4905,Female,Rural,3132046618,Middle,Low,5257456876.257233,8155756163,Graduate,0914439051,1792063191
4906,Male,Rural,5694846645,Low,Low,5445482947,4183165856,Dropout,1113824215,252839446
4907,Male,Urban,5080412364,Low,Low,5257456876.257233,5465958258,School,0840033799,2663503269
4908,Male,Rural,4887576815,Middle,Low,5852927638,5526083013,Graduate,0602022881,1934745621
4909,Female,Urban,4383118936,Middle,Low,5257456876.257233,5693874505,Graduate,0750127407,1353582351
4910,Female,Urban,4790627433,Low,Low,5376629208,5580590386,Diploma,1755445779,3435781616
4911,Female,Urban,4656750899,High,Low,5257456876.257233,5088287315,School,0916962455,2563562054
4912,Female,Rural,5807446498,Middle,Low,4548684849,3887650369,Diploma,1544426022,2919973815
4913,Female,Urban,6185361775,Middle,Low,4817528645,5054712119,Graduate,1717193508,2969167659
4914,Female,Urban,4217087153,High,Low,5280664288,384465501,Diploma,2230133687,3807355186
4915,Female,Rural,2424208547,Low,Low,5697459439,5210252455,Diploma,0987910028,1684095561
4916,Male,Urban,7070107353,Low,Low,5257456876.257233,9018033121,Graduate,1799064285,3583586087
4917,Male,Urban,5889012464,Low,Moderate,4903724786,4817510866,School,2993063488,5377435995
4918,Female,Rural,7443932541,Low,Low,5272718704,4739367507,Graduate,128983393,3825006722
4919,Female,Urban,4091969935,Low,Low,5664090466,6224490541,Diploma,1273072169,2630603536
4920,Female,Rural,6344021229,Middle,Low,4784245734,4901073302,School,2644478187,5459557869
4921,Female,Rural,4178544495,Middle,Low,5132058556,4010065168,School,13701721,2912875702
4922,Male,Rural,5856040901,Middle,Low,4647069028,3643369052,Diploma,2200120632,3998968767
4923,Female,Urban,3935835481,Middle,Moderate,5289539974,4821034454,School,1871706171,3182372038
4924,Female,Urban,6280464221,Low,Low,5257456876.257233,703220039,Diploma,1980081544,335305676
4925,Female,Rural,2568252313,Middle,Low,5242325812,7138162545,Diploma,0654737357,1554066517
4926,Female,Urban,4788090198,Middle,Low,5389033169,439527421,School,1127536616,2594723958
4927,Male,Urban,5062320524,Low,Low,5257456876.257233,6487645224,Diploma,1816832409,3928263681
4928,Male,Rural,5469191326,Middle,Low,5257456876.257233,7396228835,Graduate,1259583053,2731137206
4929,Female,Urban,3262185995,Middle,Low,5152477348,4838213667,School,1277615712,2634747063
4930,Male,Urban,6473831656,Middle,Moderate,4052604873,1086349112,Dropout,2358509078,4751036016
4931,Female,Urban,1844745065,High,Low,5646062766,7006846337,Graduate,1023441772,2029113872
4932,Female,Urban,4577556112,Middle,Low,5165777809,4074085092,Diploma,2003593459,4098411727
4933,Female,Urban,405346841,Low,Low,5416479413,4349562205,Diploma,146849069,3478245
4934,Male,Urban,5993366042,High,Moderate,4476196584,3950898937,Dropout,2482036627,5465065697
4935,Female,Urban,6726815984,High,Low,5133902433,2744968432,Diploma,1869752876,372485796
4936,Male,Rural,381679102,High,Low,4376813949,382549206,School,1821310609,3153254873
4937,Male,Urban,5580382995,Low,Low,5736658125,8556385895,Dropout,2090712028,4633018165
4938,Male,Rural,3655823278,Middle,Low,5762507927,5059984658,School,0535555058,1240515362
4939,Male,Rural,4049352346,Middle,Low,5257456876.257233,806112852,Graduate,0944832716,2359590581
4940,Male,Rural,4428557666,High,Low,5020565597,4151511929,Diploma,163290528,2799795125
4941,Male,Rural,5817555841,Middle,Moderate,5171280456,4548520672,School,2065137064,4152135508
4942,Female,Urban,6504216927,Low,Low,5149059249,5144647057,Dropout,2970241428,5094830945
4943,Female,Rural,2986767182,High,Low,5946323621,6666406137,Diploma,1324825341,2572443501
4944,Female,Urban,5340691696,Middle,Low,5917649381,6019991468,Graduate,1183327204,2493052778
4945,Male,Rural,4793588722,Low,Low,5158249487,1367073675,Dropout,118899063,2822470637
4946,Female,Rural,5366997156,Low,Low,5377148683,478085354,School,156413024,3464310582
4947,Male,Urban,4791291887,High,,5257456876.257233,7603794561,Postgraduate,075250108,2445274529
4948,Male,Urban,4737190904,Middle,Low,5196778054,5209717799,Graduate,1047124206,218655949
4949,Female,Urban,6194860477,Low,Low,5370603793,6314745755,Postgraduate,0988868964,2642005713
4950,Male,Urban,3669447464,Low,Low,5257456876.257233,7375179842,Graduate,0346063873,0850703779
4951,Female,Rural,7072877496,Middle,Moderate,4315836024,285542702,Graduate,2124831614,5032508927
4952,Male,Urban,525832107,High,Low,5256379005,4765425867,Diploma,1518618396,2911887387
4953,Female,Rural,3885143243,Middle,Low,5532454565,398895946,Dropout,1231040138,2891701648
4954,Male,Urban,719917915,Middle,Low,4838259602,4070855834,Diploma,1122172554,3316642475
4955,Male,Rural,3973891531,High,Low,5379521767,5348114302,School,1389370191,2605891117
4956,Female,Urban,6334985098,High,Low,5876135406,4761690412,Graduate,0910578948,2747942993
4957,Female,Urban,6220953413,Middle,Low,5319864371,5054225206,School,163846801,4151644108
4958,Male,Rural,6112146256,Low,Low,5815776086,6099903476,Diploma,1053571272,3132516219
4959,Female,Rural,5016309582,Middle,Moderate,5494346936,5926754198,School,159944272,3535506324
4960,Male,Urban,5505181696,Middle,Low,5497174564,6433293232,Graduate,1536072304,3134909503
4961,Male,Rural,3230888398,Middle,Low,5257456876.257233,6508353862,School,0780538349,1557206156
4962,Male,Urban,6216921313,Low,Low,4983556623,4524417017,Dropout,2528286096,5086718083
4963,Male,Urban,5845477025,Middle,Low,5511868893,5686833319,Graduate,2284750998,3825322524
4964,Female,Rural,2199065495,Middle,Low,5257456876.257233,7187717844,School,0722915313,1475098357
4965,Female,Urban,6428557044,Low,Low,5257456876.257233,8151235077,Dropout,1066277399,2819276179
4966,Male,Urban,3868672396,Middle,Low,5603100258,4569510647,Dropout,0977780175,196809066
4967,Male,Urban,8462494468,Middle,Low,5940877437,6841789647,Graduate,1744982427,3636848624
4968,Female,Urban,5668712476,Middle,Low,4824044228,4890782201,Graduate,1192283648,3631363218
4969,Male,Urban,6248621039,High,Low,5339997251,5928546357,School,1483741536,4218622311
4970,Female,Urban,6956944006,Middle,Moderate,5257456876.257233,7461619181,Graduate,237236873,5647018488
4971,Female,Rural,3393664376,High,Low,5139939774,2681802106,Diploma,0527453735,1499986084
4972,Male,Urban,443316325,Low,Low,5789129088,578076544,Diploma,1471292644,2869789284
4973,Female,Rural,5342004144,Middle,Low,5995893126,7650586583,School,1378779511,4569263502
4974,Female,Urban,5845304976,Low,Low,5257456876.257233,6578833385,School,1368571156,2952911444
4975,Male,Rural,362926691,High,Low,5549969345,618860947,School,0714206827,2097402951
4976,Female,Rural,4840580202,Middle,Low,5362650997,7635328955,Graduate,1219052887,2343762126
4977,Female,Rural,6474006868,Low,Low,5257456876.257233,6297444136,Graduate,1364534803,3236423912
4978,Female,Urban,6949773567,Middle,Moderate,4569856944,3546599758,School,2269451381,4753217284
4979,Female,Rural,3234822086,Low,Low,5404069579,4021411844,Diploma,0334366421,1041559644
4980,Male,Urban,4200168381,Middle,Moderate,5257456876.257233,8505715777,School,2210170561,473406129
4981,Female,Rural,7251343792,Middle,Low,5257456876.257233,5973392966,School,2425420005,4506272841
4982,Female,Urban,490468498,Middle,Low,5262426904,4954562779,School,2926197802,5928458096
4983,Male,Urban,2504590808,Middle,Low,5770360497,5987227917,Diploma,0950359205,1761878573
4984,Male,Urban,5714036125,Middle,Low,5694068539,8148426562,Graduate,0972696182,1886233368
4985,Female,Urban,4809935802,Middle,Low,5587691475,357769919,School,1624361635,3734490906
4986,Male,Rural,1375451327,Low,Low,5499620653,6155179887,Diploma,0537955199,1369104232
4987,Female,Urban,469879207,Middle,Low,5645260778,7502715497,PhD,107198842,1930606586
4988,Male,Rural,4590767499,Middle,Low,5257456876.257233,5949401493,School,0989451588,2371718311
4989,Male,Rural,4293430565,Low,Low,5309519093,4199661912,Diploma,1164940303,2803738183
4990,Male,Rural,5998164138,Middle,Low,5257456876.257233,7471013209,Diploma,1220820823,3578278362
4991,Female,Urban,2941661629,Low,Low,5061265719,3922921214,Diploma,0525075442,1682623707
4992,Female,Rural,2578770432,Low,Low,4552802423,3448559079,School,0855029622,1705825535
4993,Male,Rural,5317019785,Low,Low,4400912587,2718819749,School,1595923167,3372450719
4994,Female,Rural,5104063581,High,Low,5465680864,7849390703,Diploma,1326830709,3530083848
4995,Male,Rural,7447800051,Middle,Moderate,5063767858,4556866943,Diploma,427597596,7184847554
4996,Female,Rural,1965759631,Low,Low,5212214697,3608852318,School,0316498669,0724473841
4997,Male,Urban,6815528859,Middle,Low,5622971885,643705999,Graduate,1745263256,3350894744
4998,Female,Rural,1931231081,Middle,Low,5453160738,596432691,School,102008082,1761358595
4999,Male,Urban,7671623052,Middle,Low,5257456876.257233,6222515678,Dropout,1540943967,4492538338
5000,Female,Rural,5082880311,Middle,Low,5257456876.257233,6680241478,Graduate,1456682438,2852982543
5001,Female,Rural,3081788174,Low,Low,5257456876.257233,7706230691,Diploma,1610645192,3571452571
5002,Male,Urban,45487218,Low,Low,5546599072,4524410639,School,1586319035,2810140334
5003,Male,Urban,4520037029,Middle,Low,5257456876.257233,5287562158,Diploma,1902455756,4500721686
5004,Female,Urban,4762877349,High,Low,5004010285,3893589924,School,2888844649,4938036404
5005,Male,Urban,3946730026,Middle,Low,5780841802,5080130779,Diploma,0885479107,1963768524
5006,Female,Urban,7132158365,Middle,Low,5878893017,4934237799,Postgraduate,0786073198,2561878929
5007,Female,Rural,6646994511,Middle,Moderate,4731646127,5809696168,Dropout,1805534025,4410778071
5008,Female,Rural,4887079343,Middle,Moderate,4224152019,3733582197,Dropout,2283221738,4263846251
5009,Male,Urban,5991575203,Low,Low,4912546547,4535794383,School,1629016888,4605306922
5010,Male,Rural,3962333248,Middle,Low,4942274135,3307924267,School,0647531946,1866119317
5011,Male,Urban,5128675985,Low,Low,5280756085,4502163423,School,1716241024,3400964548
5012,Male,Rural,4993859423,Low,Low,5103667482,4365782539,School,1176152695,361938026
5013,Male,Rural,3810477208,Middle,Low,5257456876.257233,6943589948,Graduate,1399709856,3220587158
5014,Female,Urban,6364551991,High,Low,4143822241,2271384803,School,2172987037,3776498749
5015,Female,Urban,7834854507,High,Low,5302563957,7407509669,PhD,1411560782,3335927398
5016,Female,Rural,563144587,Middle,Low,5076514199,4353804389,Diploma,1226976993,4055215145
5017,Female,Urban,6094655693,Middle,Low,5198931674,4967054531,Graduate,180967549,3475187385
